DayOfWeek,Month,Year,store_id,product_id,customer_id,status,campaign_id,payment_method,sale_amount_sum,sale_amount_mean,discount_percentage_mean,discount_percentage_max,discount_percentage_min,points_mean,transaction_ids
Sunday,6.0,2020.0,402,2016,1146,Platinum,0,Credit Card,0.0,0.0,28.27,28.27,28.27,10727.0,[1132]
Sunday,6.0,2020.0,402,2051,1146,Platinum,0,Cash,0.0,0.0,12.71,12.71,12.71,10727.0,[1765]
Sunday,6.0,2020.0,402,2053,1146,Platinum,0,Cash,1220.3,1220.3,15.62,15.62,15.62,10727.0,[278]
Sunday,6.0,2020.0,402,2068,1146,Platinum,1,Credit Card,2952.86,2952.86,22.14,22.14,22.14,10727.0,[430]
Sunday,6.0,2020.0,402,2083,1146,Platinum,2,Cash,614.53,614.53,11.14,11.14,11.14,10727.0,[230]
Sunday,6.0,2020.0,402,2099,1146,Platinum,1,Mobile Payment,581.69,581.69,16.51,16.51,16.51,10727.0,[824]
Sunday,6.0,2020.0,403,2006,1146,Platinum,0,Cash,792.0,792.0,28.16,28.16,28.16,10727.0,[1473]
Sunday,6.0,2020.0,403,2014,1146,Platinum,2,Cash,0.0,0.0,26.49,26.49,26.49,10727.0,[596]
Sunday,6.0,2020.0,404,2012,1146,Platinum,0,Cash,623.19,623.19,8.27,8.27,8.27,10727.0,[1759]
Sunday,6.0,2020.0,404,2030,1146,Platinum,2,Mobile Payment,543.9,543.9,17.93,17.93,17.93,10727.0,[788]
Sunday,6.0,2020.0,404,2055,1146,Platinum,3,Credit Card,0.0,0.0,24.0,24.0,24.0,10727.0,[718]
Sunday,6.0,2020.0,404,2085,1146,Platinum,1,Gift Card,653.81,653.81,13.41,13.41,13.41,10727.0,[889]
Sunday,6.0,2023.0,401,2007,1156,Silver,0,Credit Card,1750.17,1750.17,9.77,9.77,9.77,2772.0,[1367]
Sunday,6.0,2023.0,401,2050,1156,Silver,2,Cash,0.0,0.0,21.66,21.66,21.66,2772.0,[579]
Sunday,6.0,2023.0,401,2052,1103,Silver,0,Cash,2193.78,2193.78,12.63,12.63,12.63,3538.0,[921]
Sunday,6.0,2023.0,401,2073,1103,Silver,2,Gift Card,0.0,0.0,22.4,22.4,22.4,3538.0,[1096]
Sunday,6.0,2023.0,401,2091,1103,Silver,2,Credit Card,2173.9,2173.9,23.02,23.02,23.02,3538.0,[1425]
Sunday,6.0,2023.0,402,2002,1103,Silver,1,Gift Card,779.4,779.4,27.04,27.04,27.04,3538.0,[871]
Sunday,6.0,2023.0,402,2003,1156,Silver,3,Cash,1925.9,1925.9,3.09,3.09,3.09,2772.0,[905]
Sunday,6.0,2023.0,402,2015,1103,Silver,3,Gift Card,2024.91,2024.91,17.68,17.68,17.68,3538.0,[1539]
Sunday,6.0,2023.0,402,2040,1156,Silver,3,Mobile Payment,138.16,138.16,12.24,12.24,12.24,2772.0,[370]
Sunday,6.0,2023.0,402,2058,1103,Silver,1,Cash,600.08,600.08,25.9,25.9,25.9,3538.0,[499]
Sunday,6.0,2023.0,402,2088,1103,Silver,2,Mobile Payment,0.0,0.0,21.59,21.59,21.59,3538.0,[32]
Sunday,6.0,2023.0,403,2006,1156,Silver,0,Credit Card,198.0,198.0,23.78,23.78,23.78,2772.0,[1468]
Sunday,6.0,2023.0,403,2036,1156,Silver,3,Credit Card,0.0,0.0,19.77,19.77,19.77,2772.0,[1223]
Sunday,6.0,2023.0,403,2065,1103,Silver,2,Gift Card,376.27,376.27,10.52,10.52,10.52,3538.0,[614]
Sunday,6.0,2023.0,403,2083,1156,Silver,2,Cash,1229.06,1229.06,19.05,19.05,19.05,2772.0,[1493]
Sunday,6.0,2023.0,404,2035,1156,Silver,1,Mobile Payment,0.0,0.0,23.4,23.4,23.4,2772.0,[1073]
Sunday,6.0,2023.0,404,2036,1156,Silver,1,Cash,784.73,784.73,27.25,27.25,27.25,2772.0,[316]
Sunday,6.0,2023.0,404,2036,1156,Silver,1,Credit Card,392.36,392.36,19.57,19.57,19.57,2772.0,[254]
Sunday,6.0,2023.0,404,2065,1156,Silver,1,Credit Card,423.31,423.31,24.37,24.37,24.37,2772.0,[1444]
Sunday,7.0,2021.0,401,2018,1113,Gold,0,Cash,1084.52,1084.52,8.86,8.86,8.86,6348.0,[1955]
Sunday,7.0,2021.0,401,2058,1113,Gold,0,Mobile Payment,2000.25,2000.25,24.02,24.02,24.02,6348.0,[1740]
Sunday,7.0,2021.0,401,2064,1113,Gold,3,Gift Card,294.04,294.04,0.9,0.9,0.9,6348.0,[1394]
Sunday,7.0,2021.0,401,2097,1113,Gold,1,Mobile Payment,757.89,757.89,27.59,27.59,27.59,6348.0,[310]
Sunday,7.0,2021.0,402,2056,1113,Gold,2,Gift Card,839.55,839.55,21.93,21.93,21.93,6348.0,[151]
Sunday,7.0,2021.0,403,2039,1113,Gold,3,Gift Card,976.44,976.44,22.62,22.62,22.62,6348.0,[1168]
Sunday,7.0,2021.0,403,2044,1113,Gold,3,Gift Card,0.0,0.0,13.24,13.24,13.24,6348.0,[121]
Sunday,7.0,2021.0,403,2076,1113,Gold,1,Credit Card,0.0,0.0,13.08,13.08,13.08,6348.0,[1691]
Sunday,7.0,2021.0,403,2083,1113,Gold,3,Cash,3072.64,3072.64,8.54,8.54,8.54,6348.0,[394]
Sunday,7.0,2021.0,403,2099,1113,Gold,3,Cash,646.32,646.32,13.97,13.97,13.97,6348.0,[1152]
Sunday,7.0,2021.0,404,2038,1113,Gold,2,Cash,2223.62,2223.62,6.59,6.59,6.59,6348.0,[53]
Sunday,7.0,2022.0,401,2001,1108,Gold,0,Cash,412.35,412.35,20.51,20.51,20.51,7158.0,[948]
Sunday,7.0,2022.0,401,2004,1128,Gold,2,Cash,2967.2,2967.2,6.62,6.62,6.62,4518.0,[1936]
Sunday,7.0,2022.0,401,2007,1165,Gold,1,Credit Card,0.0,0.0,22.57,22.57,22.57,6026.0,[403]
Sunday,7.0,2022.0,401,2028,1128,Gold,2,Gift Card,2041.41,2041.41,11.7,11.7,11.7,4518.0,[166]
Sunday,7.0,2022.0,401,2037,1108,Gold,1,Mobile Payment,648.25,648.25,5.22,5.22,5.22,7158.0,[1335]
Sunday,7.0,2022.0,401,2062,1165,Gold,1,Gift Card,557.42,557.42,11.18,11.18,11.18,6026.0,[1514]
Sunday,7.0,2022.0,401,2070,1165,Gold,2,Gift Card,54.69,54.69,15.9,15.9,15.9,6026.0,[1005]
Sunday,7.0,2022.0,401,2077,1108,Gold,3,Credit Card,1685.49,1685.49,28.2,28.2,28.2,7158.0,[1460]
Sunday,7.0,2022.0,401,2077,1165,Gold,0,Credit Card,1685.49,1685.49,28.72,28.72,28.72,6026.0,[1802]
Sunday,7.0,2022.0,401,2077,1165,Gold,2,Mobile Payment,449.46,449.46,20.68,20.68,20.68,6026.0,[1018]
Sunday,7.0,2022.0,401,2078,1165,Gold,3,Gift Card,142.01,142.01,2.17,2.17,2.17,6026.0,[555]
Sunday,7.0,2022.0,401,2086,1128,Gold,1,Gift Card,804.69,804.69,14.97,14.97,14.97,4518.0,[680]
Sunday,7.0,2022.0,402,2004,1165,Gold,1,Cash,1669.05,1669.05,9.5,9.5,9.5,6026.0,[1784]
Sunday,7.0,2022.0,402,2014,1108,Gold,1,Gift Card,221.67,221.67,13.68,13.68,13.68,7158.0,[62]
Sunday,7.0,2022.0,402,2019,1128,Gold,2,Mobile Payment,1494.29,1494.29,20.85,20.85,20.85,4518.0,[1395]
Sunday,7.0,2022.0,402,2028,1128,Gold,0,Cash,0.0,0.0,13.55,13.55,13.55,4518.0,[1687]
Sunday,7.0,2022.0,402,2028,1165,Gold,2,Mobile Payment,1531.06,1531.06,9.08,9.08,9.08,6026.0,[825]
Sunday,7.0,2022.0,402,2032,1165,Gold,0,Cash,0.0,0.0,13.4,13.4,13.4,6026.0,[411]
Sunday,7.0,2022.0,402,2047,1128,Gold,3,Credit Card,1004.94,1004.94,6.58,6.58,6.58,4518.0,[265]
Sunday,7.0,2022.0,402,2089,1128,Gold,1,Gift Card,744.34,744.34,21.71,21.71,21.71,4518.0,[1265]
Sunday,7.0,2022.0,403,2037,1128,Gold,0,Credit Card,0.0,0.0,8.7,8.7,8.7,4518.0,[1098]
Sunday,7.0,2022.0,403,2046,1165,Gold,1,Cash,60.17,60.17,15.36,15.36,15.36,6026.0,[1570]
Sunday,7.0,2022.0,403,2048,1108,Gold,3,Credit Card,357.63,357.63,4.56,4.56,4.56,7158.0,[829]
Sunday,7.0,2022.0,403,2073,1108,Gold,0,Credit Card,1498.29,1498.29,27.89,27.89,27.89,7158.0,[1920]
Sunday,7.0,2022.0,403,2095,1128,Gold,0,Mobile Payment,0.0,0.0,19.79,19.79,19.79,4518.0,[513]
Sunday,7.0,2022.0,404,2008,1165,Gold,2,Mobile Payment,53.27,53.27,8.31,8.31,8.31,6026.0,[143]
Sunday,7.0,2022.0,404,2010,1165,Gold,2,Gift Card,124.54,124.54,14.43,14.43,14.43,6026.0,[467]
Sunday,7.0,2022.0,404,2016,1108,Gold,1,Gift Card,872.15,872.15,17.97,17.97,17.97,7158.0,[1981]
Sunday,7.0,2022.0,404,2044,1128,Gold,1,Mobile Payment,373.64,373.64,13.43,13.43,13.43,4518.0,[1122]
Sunday,7.0,2022.0,404,2067,1108,Gold,3,Credit Card,290.95,290.95,28.03,28.03,28.03,7158.0,[1595]
Sunday,7.0,2022.0,404,2077,1128,Gold,2,Gift Card,0.0,0.0,25.9,25.9,25.9,4518.0,[1321]
Sunday,7.0,2022.0,404,2089,1108,Gold,0,Cash,413.52,413.52,11.38,11.38,11.38,7158.0,[656]
Sunday,7.0,2023.0,401,2001,1065,Silver,1,Gift Card,371.12,371.12,20.56,20.56,20.56,3138.0,[1477]
Sunday,7.0,2023.0,401,2020,1065,Silver,2,Gift Card,300.66,300.66,12.32,12.32,12.32,3138.0,[1509]
Sunday,7.0,2023.0,401,2074,1065,Silver,0,Mobile Payment,3297.5,3297.5,0.14,0.14,0.14,3138.0,[1894]
Sunday,7.0,2023.0,402,2027,1065,Silver,3,Gift Card,775.83,775.83,19.08,19.08,19.08,3138.0,[271]
Sunday,7.0,2023.0,402,2078,1065,Silver,1,Mobile Payment,127.81,127.81,1.75,1.75,1.75,3138.0,[931]
Sunday,7.0,2023.0,402,2082,1065,Silver,3,Credit Card,266.6,266.6,5.43,5.43,5.43,3138.0,[891]
Sunday,7.0,2023.0,403,2061,1065,Silver,2,Cash,639.74,639.74,4.96,4.96,4.96,3138.0,[135]
Sunday,8.0,2021.0,401,2001,1085,Gold,3,Credit Card,412.35,412.35,10.85,10.85,10.85,4417.0,[1916]
Sunday,8.0,2021.0,401,2008,1085,Gold,2,Credit Card,106.54,106.54,23.64,23.64,23.64,4417.0,[1551]
Sunday,8.0,2021.0,401,2041,1085,Gold,1,Credit Card,1447.58,1447.58,19.9,19.9,19.9,4417.0,[74]
Sunday,8.0,2021.0,402,2031,1085,Gold,1,Mobile Payment,508.77,508.77,11.54,11.54,11.54,4417.0,[156]
Sunday,8.0,2021.0,402,2044,1085,Gold,0,Cash,207.58,207.58,3.3,3.3,3.3,4417.0,[1375]
Sunday,8.0,2021.0,402,2099,1085,Gold,0,Credit Card,646.32,646.32,6.77,6.77,6.77,4417.0,[216]
Sunday,8.0,2021.0,403,2007,1085,Gold,2,Mobile Payment,933.42,933.42,13.53,13.53,13.53,4417.0,[1511]
Sunday,8.0,2021.0,404,2030,1085,Gold,2,Cash,407.93,407.93,15.78,15.78,15.78,4417.0,[1841]
Sunday,8.0,2021.0,404,2070,1085,Gold,3,Credit Card,0.0,0.0,12.77,12.77,12.77,4417.0,[96]
Sunday,8.0,2022.0,401,2049,1123,Gold,2,Gift Card,751.87,751.87,7.63,7.63,7.63,5700.0,[1429]
Sunday,8.0,2022.0,402,2021,1123,Gold,3,Credit Card,0.0,0.0,4.22,4.22,4.22,5700.0,[1053]
Sunday,8.0,2022.0,402,2060,1123,Gold,3,Credit Card,2450.28,2450.28,14.44,14.44,14.44,5700.0,[89]
Sunday,8.0,2022.0,402,2071,1123,Gold,3,Mobile Payment,1845.48,1845.48,28.87,28.87,28.87,5700.0,[1273]
Sunday,8.0,2022.0,402,2083,1123,Gold,1,Mobile Payment,1382.69,1382.69,19.63,19.63,19.63,5700.0,[1909]
Sunday,8.0,2022.0,403,2092,1123,Gold,3,Credit Card,0.0,0.0,9.75,9.75,9.75,5700.0,[1368]
Sunday,8.0,2022.0,403,2093,1123,Gold,2,Credit Card,3023.76,3023.76,19.79,19.79,19.79,5700.0,[1396]
Sunday,8.0,2022.0,404,2031,1123,Gold,2,Gift Card,1356.72,1356.72,19.11,19.11,19.11,5700.0,[342]
Sunday,9.0,2023.0,401,2087,1135,Silver,0,Credit Card,318.64,318.64,6.05,6.05,6.05,3398.0,[1491]
Sunday,9.0,2023.0,402,2005,1135,Silver,1,Cash,1157.71,1157.71,7.44,7.44,7.44,3398.0,[505]
Sunday,9.0,2023.0,402,2045,1135,Silver,1,Cash,842.78,842.78,27.81,27.81,27.81,3398.0,[731]
Sunday,9.0,2023.0,403,2001,1135,Silver,2,Credit Card,989.64,989.64,18.33,18.33,18.33,3398.0,[650]
Sunday,9.0,2023.0,403,2064,1135,Silver,1,Mobile Payment,793.91,793.91,28.18,28.18,28.18,3398.0,[134]
Sunday,9.0,2023.0,403,2090,1135,Silver,0,Mobile Payment,0.0,0.0,14.26,14.26,14.26,3398.0,[428]
Sunday,9.0,2023.0,404,2038,1135,Silver,0,Cash,926.51,926.51,18.06,18.06,18.06,3398.0,[852]
Sunday,9.0,2023.0,404,2046,1135,Silver,2,Gift Card,80.23,80.23,26.45,26.45,26.45,3398.0,[311]
Sunday,10.0,2020.0,401,2066,1047,Platinum,1,Mobile Payment,464.45,464.45,25.03,25.03,25.03,11597.0,[969]
Sunday,10.0,2020.0,401,2072,1027,Platinum,2,Gift Card,672.48,672.48,18.62,18.62,18.62,9812.0,[799]
Sunday,10.0,2020.0,401,2076,1047,Platinum,2,Credit Card,0.0,0.0,14.56,14.56,14.56,11597.0,[1388]
Sunday,10.0,2020.0,401,2092,1027,Platinum,0,Mobile Payment,482.21,482.21,23.91,23.91,23.91,9812.0,[759]
Sunday,10.0,2020.0,402,2012,1027,Platinum,1,Credit Card,1121.74,1121.74,12.38,12.38,12.38,9812.0,[496]
Sunday,10.0,2020.0,402,2020,1090,Platinum,0,Mobile Payment,751.66,751.66,5.79,5.79,5.79,11076.0,[1704]
Sunday,10.0,2020.0,402,2027,1090,Platinum,2,Mobile Payment,413.78,413.78,25.47,25.47,25.47,11076.0,[720]
Sunday,10.0,2020.0,402,2058,1090,Platinum,2,Credit Card,1066.8,1066.8,18.81,18.81,18.81,11076.0,[580]
Sunday,10.0,2020.0,402,2062,1027,Platinum,0,Mobile Payment,1238.72,1238.72,20.12,20.12,20.12,9812.0,[1227]
Sunday,10.0,2020.0,403,2002,1027,Platinum,3,Credit Card,866.0,866.0,12.59,12.59,12.59,9812.0,[1295]
Sunday,10.0,2020.0,403,2003,1047,Platinum,1,Mobile Payment,346.66,346.66,12.46,12.46,12.46,11597.0,[1318]
Sunday,10.0,2020.0,403,2015,1027,Platinum,3,Credit Card,0.0,0.0,7.25,7.25,7.25,9812.0,[1729]
Sunday,10.0,2020.0,403,2027,1090,Platinum,1,Mobile Payment,698.25,698.25,25.09,25.09,25.09,11076.0,[1109]
Sunday,10.0,2020.0,403,2028,1047,Platinum,1,Cash,1148.29,1148.29,20.05,20.05,20.05,11597.0,[1003]
Sunday,10.0,2020.0,403,2053,1090,Platinum,3,Cash,1830.45,1830.45,6.05,6.05,6.05,11076.0,[1813]
Sunday,10.0,2020.0,403,2080,1027,Platinum,3,Cash,2496.78,2496.78,27.81,27.81,27.81,9812.0,[1532]
Sunday,10.0,2020.0,403,2085,1047,Platinum,0,Mobile Payment,242.15,242.15,2.0,2.0,2.0,11597.0,[1702]
Sunday,10.0,2020.0,404,2014,1027,Platinum,1,Credit Card,443.34,443.34,3.34,3.34,3.34,9812.0,[1546]
Sunday,10.0,2020.0,404,2019,1027,Platinum,2,Credit Card,747.14,747.14,25.05,25.05,25.05,9812.0,[1071]
Sunday,10.0,2020.0,404,2036,1090,Platinum,1,Mobile Payment,588.55,588.55,7.55,7.55,7.55,11076.0,[1631]
Sunday,10.0,2020.0,404,2047,1047,Platinum,0,Credit Card,334.98,334.98,17.51,17.51,17.51,11597.0,[1603]
Sunday,10.0,2020.0,404,2049,1047,Platinum,3,Credit Card,0.0,0.0,12.51,12.51,12.51,11597.0,[1322]
Sunday,10.0,2020.0,404,2063,1047,Platinum,1,Mobile Payment,0.0,0.0,5.22,5.22,5.22,11597.0,[1129]
Sunday,10.0,2022.0,401,2060,1032,Gold,1,Cash,735.08,735.08,16.07,16.07,16.07,4201.0,[9]
Sunday,10.0,2022.0,402,2008,1032,Gold,2,Gift Card,106.54,106.54,13.15,13.15,13.15,4201.0,[307]
Sunday,10.0,2022.0,402,2062,1032,Gold,2,Gift Card,1981.95,1981.95,11.85,11.85,11.85,4201.0,[1209]
Sunday,10.0,2022.0,402,2093,1032,Gold,2,Credit Card,2419.01,2419.01,20.58,20.58,20.58,4201.0,[1154]
Sunday,10.0,2022.0,403,2011,1032,Gold,0,Gift Card,409.74,409.74,24.75,24.75,24.75,4201.0,[716]
Sunday,10.0,2022.0,403,2046,1032,Gold,0,Credit Card,167.15,167.15,21.72,21.72,21.72,4201.0,[1749]
Sunday,10.0,2022.0,403,2063,1032,Gold,2,Mobile Payment,441.97,441.97,22.85,22.85,22.85,4201.0,[1850]
Sunday,10.0,2022.0,404,2012,1032,Gold,2,Gift Card,997.1,997.1,9.5,9.5,9.5,4201.0,[364]
Sunday,10.0,2022.0,404,2094,1032,Gold,0,Cash,493.35,493.35,17.59,17.59,17.59,4201.0,[163]
Sunday,10.0,2023.0,402,2094,1170,Silver,0,Credit Card,986.7,986.7,2.26,2.26,2.26,3995.0,[664]
Sunday,10.0,2023.0,403,2012,1170,Silver,1,Mobile Payment,560.87,560.87,0.5,0.5,0.5,3995.0,[1880]
Sunday,10.0,2023.0,403,2040,1170,Silver,1,Credit Card,0.0,0.0,18.28,18.28,18.28,3995.0,[1637]
Sunday,10.0,2023.0,404,2001,1170,Silver,2,Mobile Payment,659.76,659.76,18.65,18.65,18.65,3995.0,[119]
Sunday,10.0,2023.0,404,2015,1170,Silver,2,Gift Card,0.0,0.0,21.17,21.17,21.17,3995.0,[421]
Sunday,11.0,2020.0,401,2003,1177,Platinum,1,Gift Card,346.66,346.66,23.13,23.13,23.13,10927.0,[1814]
Sunday,11.0,2020.0,401,2072,1177,Platinum,2,Gift Card,672.48,672.48,4.35,4.35,4.35,10927.0,[1584]
Sunday,11.0,2020.0,402,2050,1177,Platinum,3,Gift Card,186.78,186.78,27.51,27.51,27.51,10927.0,[1838]
Sunday,11.0,2020.0,403,2008,1177,Platinum,2,Cash,159.82,159.82,0.8,0.8,0.8,10927.0,[758]
Sunday,11.0,2020.0,403,2015,1177,Platinum,0,Cash,674.97,674.97,22.73,22.73,22.73,10927.0,[1673]
Sunday,11.0,2020.0,403,2044,1177,Platinum,1,Mobile Payment,373.64,373.64,23.25,23.25,23.25,10927.0,[865]
Sunday,11.0,2020.0,404,2008,1177,Platinum,3,Credit Card,332.95,332.95,10.49,10.49,10.49,10927.0,[548]
Sunday,11.0,2020.0,404,2027,1177,Platinum,3,Credit Card,1034.44,1034.44,2.96,2.96,2.96,10927.0,[1988]
Sunday,11.0,2020.0,404,2051,1177,Platinum,2,Gift Card,281.57,281.57,29.76,29.76,29.76,10927.0,[1904]
Sunday,11.0,2020.0,404,2072,1177,Platinum,2,Credit Card,1008.72,1008.72,28.39,28.39,28.39,10927.0,[506]
Sunday,11.0,2023.0,401,2034,1129,Silver,2,Mobile Payment,108.94,108.94,28.08,28.08,28.08,3334.0,[93]
Sunday,11.0,2023.0,402,2013,1129,Silver,0,Mobile Payment,1870.72,1870.72,29.12,29.12,29.12,3334.0,[1943]
Sunday,11.0,2023.0,402,2082,1129,Silver,0,Mobile Payment,1066.4,1066.4,19.23,19.23,19.23,3334.0,[233]
Sunday,11.0,2023.0,403,2009,1129,Silver,2,Gift Card,0.0,0.0,24.61,24.61,24.61,3334.0,[1475]
Sunday,11.0,2023.0,403,2009,1129,Silver,3,Mobile Payment,198.93,198.93,5.63,5.63,5.63,3334.0,[226]
Sunday,11.0,2023.0,403,2033,1129,Silver,0,Mobile Payment,1672.5,1672.5,2.34,2.34,2.34,3334.0,[1737]
Sunday,11.0,2023.0,403,2057,1129,Silver,0,Cash,1747.92,1747.92,27.29,27.29,27.29,3334.0,[363]
Sunday,11.0,2023.0,403,2058,1129,Silver,0,Gift Card,1333.5,1333.5,2.12,2.12,2.12,3334.0,[491]
Sunday,11.0,2023.0,403,2059,1129,Silver,1,Mobile Payment,1382.54,1382.54,13.29,13.29,13.29,3334.0,[409]
Sunday,11.0,2023.0,404,2028,1129,Silver,3,Mobile Payment,2551.76,2551.76,1.06,1.06,1.06,3334.0,[916]
Sunday,11.0,2023.0,404,2038,1129,Silver,2,Credit Card,0.0,0.0,16.97,16.97,16.97,3334.0,[1769]
Sunday,11.0,2023.0,404,2065,1129,Silver,2,Gift Card,752.54,752.54,29.3,29.3,29.3,3334.0,[372]
Sunday,11.0,2023.0,404,2077,1129,Silver,0,Mobile Payment,2809.15,2809.15,0.38,0.38,0.38,3334.0,[173]
Sunday,12.0,2020.0,401,2047,1100,Platinum,2,Cash,803.95,803.95,28.11,28.11,28.11,10739.0,[1866]
Sunday,12.0,2020.0,401,2081,1150,Platinum,2,Cash,1193.95,1193.95,22.09,22.09,22.09,8462.0,[660]
Sunday,12.0,2020.0,401,2094,1150,Platinum,3,Mobile Payment,2466.75,2466.75,25.28,25.28,25.28,8462.0,[1065]
Sunday,12.0,2020.0,401,2097,1100,Platinum,1,Gift Card,2273.67,2273.67,20.23,20.23,20.23,10739.0,[1958]
Sunday,12.0,2020.0,402,2064,1150,Platinum,0,Gift Card,294.04,294.04,7.02,7.02,7.02,8462.0,[873]
Sunday,12.0,2020.0,402,2095,1150,Platinum,3,Cash,490.79,490.79,14.16,14.16,14.16,8462.0,[148]
Sunday,12.0,2020.0,403,2087,1150,Platinum,3,Credit Card,477.96,477.96,0.51,0.51,0.51,8462.0,[1926]
Sunday,12.0,2020.0,404,2003,1150,Platinum,0,Mobile Payment,1155.54,1155.54,26.91,26.91,26.91,8462.0,[1102]
Sunday,12.0,2020.0,404,2018,1150,Platinum,0,Cash,1084.52,1084.52,29.45,29.45,29.45,8462.0,[509]
Sunday,12.0,2020.0,404,2022,1100,Platinum,2,Cash,1610.83,1610.83,12.23,12.23,12.23,10739.0,[1414]
Sunday,12.0,2020.0,404,2033,1100,Platinum,3,Credit Card,2508.75,2508.75,28.04,28.04,28.04,10739.0,[1746]
Sunday,12.0,2020.0,404,2071,1150,Platinum,2,Credit Card,492.13,492.13,13.17,13.17,13.17,8462.0,[1983]
Sunday,12.0,2020.0,404,2092,1150,Platinum,3,Gift Card,482.21,482.21,1.68,1.68,1.68,8462.0,[1898]
Sunday,12.0,2020.0,404,2093,1150,Platinum,2,Credit Card,1814.26,1814.26,23.97,23.97,23.97,8462.0,[642]
Thursday,1.0,2022.0,401,2006,1098,Gold,3,Cash,990.0,990.0,6.52,6.52,6.52,4145.0,[1413]
Thursday,1.0,2022.0,401,2047,1098,Gold,2,Gift Card,1071.94,1071.94,17.86,17.86,17.86,4145.0,[1653]
Thursday,1.0,2022.0,402,2045,1098,Gold,1,Cash,280.93,280.93,7.77,7.77,7.77,4145.0,[1459]
Thursday,1.0,2022.0,402,2084,1098,Gold,3,Gift Card,0.0,0.0,24.25,24.25,24.25,4145.0,[100]
Thursday,1.0,2022.0,403,2032,1098,Gold,0,Cash,0.0,0.0,28.2,28.2,28.2,4145.0,[977]
Thursday,1.0,2022.0,403,2057,1098,Gold,3,Credit Card,1310.94,1310.94,3.83,3.83,3.83,4145.0,[1739]
Thursday,1.0,2022.0,404,2036,1098,Gold,2,Gift Card,0.0,0.0,8.81,8.81,8.81,4145.0,[1716]
Thursday,1.0,2022.0,404,2056,1098,Gold,1,Mobile Payment,944.5,944.5,8.06,8.06,8.06,4145.0,[760]
Thursday,1.0,2022.0,404,2071,1098,Gold,3,Credit Card,1845.48,1845.48,4.23,4.23,4.23,4145.0,[590]
Thursday,1.0,2022.0,404,2083,1098,Gold,3,Gift Card,2304.48,2304.48,24.12,24.12,24.12,4145.0,[801]
Thursday,1.0,2022.0,404,2088,1098,Gold,3,Gift Card,0.0,0.0,3.98,3.98,3.98,4145.0,[900]
Thursday,1.0,2023.0,401,2007,1082,Silver,0,Mobile Payment,1750.17,1750.17,19.65,19.65,19.65,2809.0,[1748]
Thursday,1.0,2023.0,401,2065,1082,Silver,0,Cash,1411.02,1411.02,3.3,3.3,3.3,2809.0,[980]
Thursday,1.0,2023.0,401,2087,1082,Silver,0,Cash,318.64,318.64,11.87,11.87,11.87,2809.0,[1276]
Thursday,1.0,2023.0,401,2092,1082,Silver,3,Mobile Payment,0.0,0.0,19.09,19.09,19.09,2809.0,[1221]
Thursday,1.0,2023.0,402,2002,1082,Silver,0,Gift Card,1732.0,1732.0,13.37,13.37,13.37,2809.0,[1183]
Thursday,1.0,2023.0,402,2024,1082,Silver,3,Credit Card,372.81,372.81,9.98,9.98,9.98,2809.0,[97]
Thursday,1.0,2023.0,402,2025,1082,Silver,2,Gift Card,223.7,223.7,20.83,20.83,20.83,2809.0,[1403]
Thursday,1.0,2023.0,402,2077,1082,Silver,3,Credit Card,0.0,0.0,10.22,10.22,10.22,2809.0,[541]
Thursday,1.0,2023.0,403,2045,1082,Silver,3,Gift Card,312.14,312.14,5.3,5.3,5.3,2809.0,[1613]
Thursday,1.0,2023.0,404,2031,1082,Silver,2,Credit Card,452.24,452.24,7.73,7.73,7.73,2809.0,[678]
Thursday,3.0,2024.0,401,2064,1110,Bronze,0,Cash,0.0,0.0,16.23,16.23,16.23,926.0,[331]
Thursday,3.0,2024.0,402,2014,1110,Bronze,0,Credit Card,246.3,246.3,12.31,12.31,12.31,926.0,[1937]
Thursday,3.0,2024.0,402,2083,1110,Bronze,3,Mobile Payment,768.16,768.16,7.84,7.84,7.84,926.0,[769]
Thursday,3.0,2024.0,403,2017,1110,Bronze,2,Gift Card,370.96,370.96,28.08,28.08,28.08,926.0,[359]
Thursday,3.0,2024.0,403,2036,1110,Bronze,2,Mobile Payment,348.77,348.77,16.06,16.06,16.06,926.0,[1851]
Thursday,3.0,2024.0,404,2023,1110,Bronze,0,Credit Card,1879.08,1879.08,12.13,12.13,12.13,926.0,[518]
Thursday,3.0,2024.0,404,2037,1110,Bronze,1,Credit Card,324.13,324.13,16.95,16.95,16.95,926.0,[1268]
Thursday,3.0,2024.0,404,2046,1110,Bronze,1,Credit Card,30.09,30.09,9.56,9.56,9.56,926.0,[19]
Thursday,4.0,2021.0,401,2046,1104,Gold,3,Cash,167.15,167.15,1.2,1.2,1.2,6950.0,[1789]
Thursday,4.0,2021.0,401,2056,1104,Gold,0,Gift Card,1574.16,1574.16,17.82,17.82,17.82,6950.0,[1354]
Thursday,4.0,2021.0,403,2014,1104,Gold,0,Credit Card,246.3,246.3,8.02,8.02,8.02,6950.0,[1712]
Thursday,4.0,2021.0,404,2072,1104,Gold,1,Mobile Payment,1134.81,1134.81,19.6,19.6,19.6,6950.0,[854]
Thursday,4.0,2023.0,402,2068,1009,Silver,2,Cash,0.0,0.0,20.23,20.23,20.23,3485.0,[862]
Thursday,4.0,2023.0,403,2016,1009,Silver,0,Mobile Payment,969.06,969.06,29.84,29.84,29.84,3485.0,[101]
